Detail,Value,ds,amount_paid,reading_fee_paid,payable_amount,Coupon_Discount,subscription_id,id,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Coupon_Discount,Coupon_Discount_lower,Coupon_Discount_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,id,id_lower,id_upper,payable_amount,payable_amount_lower,payable_amount_upper,reading_fee_paid,reading_fee_paid_lower,reading_fee_paid_upper,subscription_id,subscription_id_lower,subscription_id_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-08-25,15189.582481751826,14474.943091970805,19563.293430656937,2335.743091970803,15270511.164963506,21022113.51459854,6,2024-08-25,681.6370166835849,151779.73279687314,154017.99833184975,681.6370166835849,681.6370166835849,1.809031790604716,1.809031790604716,1.809031790604716,152159.82498099186,152159.82498099186,152159.82498099186,-555.3965581478499,-555.3965581478499,-555.3965581478499,-138.72484,-138.72484,-138.72484,152320.55918205515,152320.55918205515,152320.55918205515,152901.53667451855,152901.53667451855,152901.53667451855,50.57699266939618,50.57699266939618,50.57699266939618,-98.68171559338936,-98.68171559338936,-98.68171559338936,20.71475681781257,20.71475681781257,20.71475681781257,-94.34515154670434,-94.34515154670434,-94.34515154670434,72.33579048345706,72.33579048345706,72.33579048345706,0.0,0.0,0.0,152841.46199767545
,,2024-08-26,18567.452554744526,17970.83182481752,20135.56204379562,3028.8759124087587,14797725.649635037,23357912.686131388,0,2024-08-26,681.5763004650113,134628.50815879824,136819.27643778062,681.5763004650113,681.5763004650113,1.57463196237025,1.57463196237025,1.57463196237025,135048.38767992606,135048.38767992606,135048.38767992606,-493.44761646049284,-493.44761646049284,-493.44761646049284,-138.72484,-138.72484,-138.72484,135001.13528717947,135001.13528717947,135001.13528717947,135508.73451845066,135508.73451845066,135508.73451845066,49.68048246849318,49.68048246849318,49.68048246849318,-87.23996565239594,-87.23996565239594,-87.23996565239594,21.833236410816813,21.833236410816813,21.833236410816813,120.80121214716362,120.80121214716362,120.80121214716362,65.17602059943519,65.17602059943519,65.17602059943519,0.0,0.0,0.0,135729.96398039107
,,2024-08-27,33619.25547445256,33158.416058394156,45110.71532846716,6514.455032846716,4225185.277372263,23357923.226277374,1,2024-08-27,681.5155842464376,134829.14697843872,136995.0361761114,681.5155842464376,681.5155842464376,0.39589807034063296,0.39589807034063296,0.39589807034063296,135249.46699259905,135249.46699259905,135249.46699259905,-217.4028778490805,-217.4028778490805,-217.4028778490805,-138.72484,-138.72484,-138.72484,135311.51637528458,135311.51637528458,135311.51637528458,135508.6560345313,135508.6560345313,135508.6560345313,10.554660826763298,10.554660826763298,10.554660826763298,-37.532279198984675,-37.532279198984675,-37.532279198984675,46.84493890422717,46.84493890422717,46.84493890422717,20.27951330241318,20.27951330241318,20.27951330241318,56.39594401207223,56.39594401207223,56.39594401207223,0.0,0.0,0.0,135930.98257684548
,,2024-08-28,19220.788321167885,18791.38686131387,21271.014598540147,3186.4233540145988,9292686.489051096,23357937.70072993,2,2024-08-28,681.4548680278639,134500.58967945955,136646.1917968523,681.4548680278639,681.4548680278639,1.521353438886317,1.521353438886317,1.521353438886317,134923.62189289328,134923.62189289328,134923.62189289328,-481.46566972428616,-481.46566972428616,-481.46566972428616,-138.72484,-138.72484,-138.72484,135026.807909223,135026.807909223,135026.807909223,135508.54825502154,135508.54825502154,135508.54825502154,47.90169402090246,47.90169402090246,47.90169402090246,-84.5543579978386,-84.5543579978386,-84.5543579978386,34.856634463789206,34.856634463789206,34.856634463789206,-10.683303753209458,-10.683303753209458,-10.683303753209458,46.22212742349787,46.22212742349787,46.22212742349787,0.0,0.0,0.0,135605.07676092113
,,2024-08-29,24647.262773722632,24059.547744525553,30126.335766423363,4794.102218978102,14039835.9270073,23357948.70072993,3,2024-08-29,681.3941518092902,134635.91501808155,136840.90955364346,681.3873530343091,681.417435592891,0.9776774814190021,0.9776774814190021,0.9776774814190021,135088.50290557783,135088.50290557783,135088.50290557783,-381.94604873086706,-381.94604873086706,-381.94604873086706,-138.72484,-138.72484,-138.72484,135117.84109675736,135117.84109675736,135117.84109675736,135508.46634694227,135508.46634694227,135508.46634694227,34.02903775947002,34.02903775947002,34.02903775947002,-67.31211029462087,-67.31211029462087,-67.31211029462087,23.62619359969735,23.62619359969735,23.62619359969735,74.47378499990322,74.47378499990322,74.47378499990322,34.912863820571495,34.912863820571495,34.912863820571495,0.0,0.0,0.0,135769.8970573871
,,2024-08-30,22754.51094890511,23098.569343065694,24285.029197080294,4575.299270072994,12656002.343065694,23357960.19708029,4,2024-08-30,681.3334355907165,134671.69902505475,136870.2501597119,681.2788661484066,681.4040273893065,1.0516710539757683,1.0516710539757683,1.0516710539757683,135081.52756211098,135081.52756211098,135081.52756211098,-416.6584473402,-416.6584473402,-416.6584473402,-138.72484,-138.72484,-138.72484,135092.39658479425,135092.39658479425,135092.39658479425,135508.38074294437,135508.38074294437,135508.38074294437,43.17996934262277,43.17996934262277,43.17996934262277,-70.45731181802456,-70.45731181802456,-70.45731181802456,26.8999606115257,26.8999606115257,26.8999606115257,105.1033271403976,105.1033271403976,105.1033271403976,22.752490176317114,22.752490176317114,22.752490176317114,0.0,0.0,0.0,135762.8609977017
,,2024-08-31,19196.441605839416,19425.39004379562,19058.268613138687,3463.3842043795626,9571138.922627736,21022173.860583942,5,2024-08-31,681.2727193721429,151794.11071586816,153841.73526700222,681.1908597274034,681.3897409475454,1.427692348487799,1.427692348487799,1.427692348487799,152079.38033834146,152079.38033834146,152079.38033834146,-481.91217986694113,-481.91217986694113,-481.91217986694113,-138.72484,-138.72484,-138.72484,152423.68957305184,152423.68957305184,152423.68957305184,152901.08732690435,152901.08732690435,152901.08732690435,51.368159422594594,51.368159422594594,51.368159422594594,-82.47931887900396,-82.47931887900396,-82.47931887900396,34.19789312235563,34.19789312235563,34.19789312235563,-215.62938228969432,-215.62938228969432,-215.62938228969432,10.044987579286694,10.044987579286694,10.044987579286694,0.0,0.0,0.0,152760.6530577136
,,2024-09-01,15655.62481751825,15693.7401459854,16923.66569343066,2709.1878832116786,9661241.470072992,21022308.998540144,6,2024-09-01,681.2120031535691,151671.26533745453,153903.80218730375,681.0725608106885,681.3652176825158,1.6827422940741552,1.6827422940741552,1.6827422940741552,152112.9555680425,152112.9555680425,152112.9555680425,-546.8495066454648,-546.8495066454648,-546.8495066454648,-138.72484,-138.72484,-138.72484,152348.9185466323,152348.9185466323,152348.9185466323,152900.081064138,152900.081064138,152900.081064138,54.71220669071171,54.71220669071171,54.71220669071171,-94.69269529367895,-94.69269529367895,-94.69269529367895,33.98473544867944,33.98473544867944,33.98473544867944,-94.34515154657562,-94.34515154657562,-94.34515154657562,-2.892987043216021,-2.892987043216021,-2.892987043216021,0.0,0.0,0.0,152794.16757119607
,,2024-09-02,24842.70802919708,24802.238175182483,29369.912408759126,5471.8934306569345,18254869.729927007,23358131.613138687,0,2024-09-02,681.1512869349954,134730.29447454514,136917.36145662266,680.9778650728338,681.3897510844216,0.7484657936850926,0.7484657936850926,0.7484657936850926,135079.81534854035,135079.81534854035,135079.81534854035,-378.36165191487873,-378.36165191487873,-378.36165191487873,-138.72484,-138.72484,-138.72484,135113.4784473757,135113.4784473757,135113.4784473757,135507.1043465716,135507.1043465716,135507.1043465716,35.21404291400389,35.21404291400389,35.21404291400389,-64.88134694929391,-64.88134694929391,-64.88134694929391,13.654590960573799,13.654590960573799,13.654590960573799,120.80121214700802,120.80121214700802,120.80121214700802,-15.739470982345372,-15.739470982345372,-15.739470982345372,0.0,0.0,0.0,135760.96663547534
,,2024-09-03,17762.43795620438,17617.868613138686,21142.036496350367,3473.6642335766423,22490779.88321168,23358144.489051096,1,2024-09-03,681.0905707164217,134451.37518336915,136551.757071294,680.884468528748,681.4594881909522,1.4242159050025254,1.4242159050025254,1.4242159050025254,134816.94343818421,134816.94343818421,134816.94343818421,-508.2112992975451,-508.2112992975451,-508.2112992975451,-138.72484,-138.72484,-138.72484,134963.56355259378,134963.56355259378,134963.56355259378,135507.00847009395,135507.00847009395,135507.00847009395,48.103749806684704,48.103749806684704,48.103749806684704,-88.39518457239589,-88.39518457239589,-88.39518457239589,3.6336006581175457,3.6336006581175457,3.6336006581175457,20.279513302221915,20.279513302221915,20.279513302221915,-28.174787711798665,-28.174787711798665,-28.174787711798665,0.0,0.0,0.0,135498.03400890063
,,2024-09-04,20789.21897810219,20376.944197080295,25136.532846715327,3531.4741605839417,14893827.91240876,23358154.218978103,2,2024-09-04,681.029854497848,134436.11141005356,136666.72334367482,680.7691989028972,681.4598701347953,1.4046660632388703,1.4046660632388703,1.4046660632388703,134850.42909801542,134850.42909801542,134850.42909801542,-452.7012065544511,-452.7012065544511,-452.7012065544511,-138.72484,-138.72484,-138.72484,135039.7264140394,135039.7264140394,135039.7264140394,135506.93601921824,135506.93601921824,135506.93601921824,41.84601236773806,41.84601236773806,41.84601236773806,-79.36496212762896,-79.36496212762896,-79.36496212762896,21.605885072273242,21.605885072273242,21.605885072273242,-10.683303752945546,-10.683303752945546,-10.683303752945546,-39.88917227106495,-39.88917227106495,-39.88917227106495,0.0,0.0,0.0,135531.45895251326
,,2024-09-05,20041.70072992701,19988.194554744525,23123.8394160584,3164.7007591240877,19117714.445255473,23358166.518248178,3,2024-09-05,680.9691382792743,134518.8796385374,136619.27657644646,680.6565369360058,681.4559168073174,1.5286994660271551,1.5286994660271551,1.5286994660271551,134903.09652617405,134903.09652617405,134903.09652617405,-466.41042667416167,-466.41042667416167,-466.41042667416167,-138.72484,-138.72484,-138.72484,135017.937819087,135017.937819087,135017.937819087,135506.84443652836,135506.84443652836,135506.84443652836,44.999077467670645,44.999077467670645,44.999077467670645,-80.63730702678554,-80.63730702678554,-80.63730702678554,11.613339325874383,11.613339325874383,11.613339325874383,74.47378499999222,74.47378499999222,74.47378499999222,-50.59023791295623,-50.59023791295623,-50.59023791295623,0.0,0.0,0.0,135584.06566445332
