Detail,Value,ds,reading_fee_paid,amount_paid,Coupon_Discount,payable_amount,transaction_type_id,transaction,member_branch_id,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Coupon_Discount,Coupon_Discount_lower,Coupon_Discount_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,member_branch_id,member_branch_id_lower,member_branch_id_upper,payable_amount,payable_amount_lower,payable_amount_upper,reading_fee_paid,reading_fee_paid_lower,reading_fee_paid_upper,transaction_type_id,transaction_type_id_lower,transaction_type_id_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-08-25,14474.943091970805,15189.582481751826,2335.743091970803,19563.293430656937,0.8343065693430658,,193.63795620437958,6,2024-08-25,3.622347360008234,0.14859932084902944,7.341168437149415,3.622347360008234,3.622347360008234,-1.875717194566829,-1.875717194566829,-1.875717194566829,0.27931639319247886,0.27931639319247886,0.27931639319247886,5.453245417573486,5.453245417573486,5.453245417573486,1.175184,1.175184,1.175184,-0.6049579255595119,-0.6049579255595119,-0.6049579255595119,-0.07089911651259088,-0.07089911651259088,-0.07089911651259088,0.9514722110155285,0.9514722110155285,0.9514722110155285,-5.071858244318852,-5.071858244318852,-5.071858244318852,0.008799001249745444,0.008799001249745444,0.008799001249745444,-0.017665206447133076,-0.017665206447133076,-0.017665206447133076,-0.2732444748008766,-0.2732444748008766,-0.2732444748008766,0.0,0.0,0.0,3.9016637532007126
,,2024-08-26,17970.83182481752,18567.452554744526,3028.8759124087587,20135.56204379562,1.1240875912408759,,166.94890510948906,0,2024-08-26,3.6225421982837984,0.6438845241605493,7.84405126852822,3.6225421982837984,3.6225421982837984,-1.632676806605527,-1.632676806605527,-1.632676806605527,0.5841978829383276,0.5841978829383276,0.5841978829383276,4.844990329521291,4.844990329521291,4.844990329521291,1.175184,1.175184,1.175184,-0.40900172411657776,-0.40900172411657776,-0.40900172411657776,-0.07855411628657846,-0.07855411628657846,-0.07855411628657846,0.9346067451578222,0.9346067451578222,0.9346067451578222,-4.4837965814392335,-4.4837965814392335,-4.4837965814392335,0.006428705535647999,0.006428705535647999,0.006428705535647999,0.12910912049125342,0.12910912049125342,0.12910912049125342,-0.3110935134363484,-0.3110935134363484,-0.3110935134363484,0.0,0.0,0.0,4.206740081222126
,,2024-08-27,33158.416058394156,33619.25547445256,6514.455032846716,45110.71532846716,1.0364963503649636,,119.89781021897811,1,2024-08-27,3.6227370365593643,0.4245099040494274,7.511298008346587,3.6227370365593643,3.6227370365593643,-0.4104918563014983,-0.4104918563014983,-0.4104918563014983,0.45262102868074505,0.45262102868074505,0.45262102868074505,2.134603158779724,2.134603158779724,2.134603158779724,1.175184,1.175184,1.175184,-0.09124880929822818,-0.09124880929822818,-0.09124880929822818,-0.09204939266310294,-0.09204939266310294,-0.09204939266310294,0.19855799926665257,0.19855799926665257,0.19855799926665257,-1.929013886096235,-1.929013886096235,-1.929013886096235,0.00714516771623161,0.00714516771623161,0.00714516771623161,-0.2819208878268638,-0.2819208878268638,-0.2819208878268638,-0.349393274194163,-0.349393274194163,-0.349393274194163,0.0,0.0,0.0,4.07535806524011
,,2024-08-28,18791.38686131387,19220.788321167885,3186.4233540145988,21271.014598540147,1.1240875912408759,,40.89051094890512,2,2024-08-28,3.6229318748349293,-0.005343376462806795,7.249752671335593,3.622931874774016,3.6229318748349293,-1.5774343044455512,-1.5774343044455512,-1.5774343044455512,0.13157121510497444,0.13157121510497444,0.13157121510497444,4.727343766584841,4.727343766584841,4.727343766584841,1.175184,1.175184,1.175184,-0.40299542752494266,-0.40299542752494266,-0.40299542752494266,-0.11471040282436584,-0.11471040282436584,-0.11471040282436584,0.9011435499808951,0.9011435499808951,0.9011435499808951,-4.34576674235641,-4.34576674235641,-4.34576674235641,0.006428705535647999,0.006428705535647999,0.006428705535647999,-0.25349659556768184,-0.25349659556768184,-0.25349659556768184,-0.3871207618024008,-0.3871207618024008,-0.3871207618024008,0.0,0.0,0.0,3.7545030899399037
,,2024-08-29,24059.547744525553,24647.262773722632,4794.102218978102,30126.335766423363,1.2408759124087592,,30.131386861313867,3,2024-08-29,3.6231267131104943,0.6482802447665444,7.934991697146572,3.6231267129793356,3.6231267131104943,-1.013717101138064,-1.013717101138064,-1.013717101138064,0.6526881636213614,0.6526881636213614,0.6526881636213614,3.7501952603880464,3.7501952603880464,3.7501952603880464,1.175184,1.175184,1.175184,-0.19526046499915997,-0.19526046499915997,-0.19526046499915997,-0.11779635339510697,-0.11779635339510697,-0.11779635339510697,0.6401662512315678,0.6401662512315678,0.6401662512315678,-3.4595819447138068,-3.4595819447138068,-3.4595819447138068,0.005473422628203184,0.005473422628203184,0.005473422628203184,0.09599456399985407,0.09599456399985407,0.09599456399985407,-0.42322993537933307,-0.42322993537933307,-0.42322993537933307,0.0,0.0,0.0,4.275814876731856
,,2024-08-30,23098.569343065694,22754.51094890511,4575.299270072994,24285.029197080294,0.8175182481751825,,246.86861313868616,4,2024-08-30,3.6233215513860597,1.161186651728617,8.010045422272846,3.623321551083646,3.623321551396122,-1.0904382605189946,-1.0904382605189946,-1.0904382605189946,1.10648767782354,1.10648767782354,1.10648767782354,4.091024215613472,4.091024215613472,4.091024215613472,1.175184,1.175184,1.175184,0.1449745421979829,0.1449745421979829,0.1449745421979829,-0.05563140746768826,-0.05563140746768826,-0.05563140746768826,0.8123168012491974,0.8123168012491974,0.8123168012491974,-3.6212331298456943,-3.6212331298456943,-3.6212331298456943,0.008936323167690635,0.008936323167690635,0.008936323167690635,0.24300633057894122,0.24300633057894122,0.24300633057894122,-0.4566771949533839,-0.4566771949533839,-0.4566771949533839,0.0,0.0,0.0,4.7298092292096
,,2024-08-31,19425.39004379562,19196.441605839416,3463.3842043795626,19058.268613138687,1.0182481751824817,,222.85839416058394,5,2024-08-31,3.623516389661625,0.6366366897883307,8.046910720536834,3.6235163892601014,3.623516389693201,-1.4803206336771386,-1.4803206336771386,-1.4803206336771386,0.6971312066022783,0.6971312066022783,0.6971312066022783,4.731727894202509,4.731727894202509,4.731727894202509,1.175184,1.175184,1.175184,-0.07657821284686794,-0.07657821284686794,-0.07657821284686794,-0.06251805998288211,-0.06251805998288211,-0.06251805998288211,0.9663559188086801,0.9663559188086801,0.9663559188086801,-4.239117762868556,-4.239117762868556,-4.239117762868556,0.007294430670519863,0.007294430670519863,0.007294430670519863,0.08497267477242978,0.08497267477242978,0.08497267477242978,-0.48644725532328337,-0.48644725532328337,-0.48644725532328337,0.0,0.0,0.0,4.320647596263903
,,2024-09-01,15693.7401459854,15655.62481751825,2709.1878832116786,16923.66569343066,1.0116788321167882,,221.35401459854018,6,2024-09-01,3.62371122793719,0.34072997290595963,7.752001255685246,3.623711227503545,3.623711228165878,-1.7447723535939812,-1.7447723535939812,-1.7447723535939812,0.3773184388438082,0.3773184388438082,0.3773184388438082,5.369324894921025,5.369324894921025,5.369324894921025,1.175184,1.175184,1.175184,-0.26862156750126315,-0.26862156750126315,-0.26862156750126315,-0.06294954872957799,-0.06294954872957799,-0.06294954872957799,1.0292653145636612,1.0292653145636612,1.0292653145636612,-4.866838039996454,-4.866838039996454,-4.866838039996454,0.007348165334063634,0.007348165334063634,0.007348165334063634,-0.01766520644708846,-0.01766520644708846,-0.01766520644708846,-0.5115787872078406,-0.5115787872078406,-0.5115787872078406,0.0,0.0,0.0,4.001029666780998
,,2024-09-02,24802.238175182483,24842.70802919708,5471.8934306569345,29369.912408759126,1.1240875912408759,,115.007299270073,0,2024-09-02,3.623906066212755,1.0141512502815775,8.385670397828413,3.6239060656381508,3.6239060665329657,-0.7760561014192809,-0.7760561014192809,-0.7760561014192809,0.9528346072020714,0.9528346072020714,0.9528346072020714,3.7150013161246216,3.7150013161246216,3.7150013161246216,1.175184,1.175184,1.175184,0.1797306918272721,0.1797306918272721,0.1797306918272721,-0.09345209746798526,-0.09345209746798526,-0.09345209746798526,0.6624589858316497,0.6624589858316497,0.6624589858316497,-3.3346501167773814,-3.3346501167773814,-3.3346501167773814,0.006428705535647999,0.006428705535647999,0.006428705535647999,0.12910912049115236,0.12910912049115236,0.12910912049115236,-0.5311892051163528,-0.5311892051163528,-0.5311892051163528,0.0,0.0,0.0,4.576740673414826
,,2024-09-03,17617.868613138686,17762.43795620438,3473.6642335766423,21142.036496350367,0.9270072992700731,,221.53284671532847,1,2024-09-03,3.624100904488321,-0.04956303121858197,7.74206197235053,3.6241009037212937,3.6241009048651764,-1.476716039852346,-1.476716039852346,-1.476716039852346,0.16891568871111978,0.16891568871111978,0.16891568871111978,4.989949790642459,4.989949790642459,4.989949790642459,1.175184,1.175184,1.175184,-0.1798494277009159,-0.1798494277009159,-0.1798494277009159,-0.06289825579268304,-0.06289825579268304,-0.06289825579268304,0.904944694633828,0.904944694633828,0.904944694633828,-4.543170362774135,-4.543170362774135,-4.543170362774135,0.008040745441961122,0.008040745441961122,0.008040745441961122,-0.2819208878270447,-0.2819208878270447,-0.2819208878270447,-0.5444979957609193,-0.5444979957609193,-0.5444979957609193,0.0,0.0,0.0,3.793016593199441
,,2024-09-04,20376.944197080295,20789.21897810219,3531.4741605839417,25136.532846715327,0.9781021897810219,,266.35766423357666,2,2024-09-04,3.624295742763886,0.1725856527539965,7.074807549411277,3.62429574179685,3.6242957432303213,-1.4564455423754108,-1.4564455423754108,-1.4564455423754108,0.025060708477781163,0.025060708477781163,0.025060708477781163,4.4449155183923,4.4449155183923,4.4449155183923,1.175184,1.175184,1.175184,-0.3457786860820485,-0.3457786860820485,-0.3457786860820485,-0.05004152414076919,-0.05004152414076919,-0.05004152414076919,0.7872219325093814,0.7872219325093814,0.7872219325093814,-4.079051879637504,-4.079051879637504,-4.079051879637504,0.007622809169954017,0.007622809169954017,0.007622809169954017,-0.2534965955679531,-0.2534965955679531,-0.2534965955679531,-0.5508480098722177,-0.5508480098722177,-0.5508480098722177,0.0,0.0,0.0,3.649356451241667
,,2024-09-05,19988.194554744525,20041.70072992701,3164.7007591240877,23123.8394160584,1.0145985401459854,,232.7445255474453,3,2024-09-05,3.624490581039451,0.5687962821547909,7.6042764857695495,3.624490579728087,3.624490581654963,-1.5850511243883445,-1.5850511243883445,-1.5850511243883445,0.3656596355209963,0.3656596355209963,0.3656596355209963,4.579521577251628,4.579521577251628,4.579521577251628,1.175184,1.175184,1.175184,-0.3557947451320275,-0.3557947451320275,-0.3557947451320275,-0.0596825026877588,-0.0596825026877588,-0.0596825026877588,0.8465385044083678,0.8465385044083678,0.8465385044083678,-4.1444454829772965,-4.1444454829772965,-4.1444454829772965,0.0073242832613775125,0.0073242832613775125,0.0073242832613775125,0.09599456400025029,0.09599456400025029,0.09599456400025029,-0.5497241833472271,-0.5497241833472271,-0.5497241833472271,0.0,0.0,0.0,3.990150216560447
,,2024-09-06,21181.95620437956,22231.197080291975,3594.832116788322,24604.970802919714,0.8686131386861314,,144.28467153284672,4,2024-09-06,3.6246854193150164,0.2924314178109611,7.7615513839006764,3.624685417810387,3.62468542009985,-1.4342296815731217,-1.4342296815731217,-1.4342296815731217,0.41116388343051435,0.41116388343051435,0.41116388343051435,4.185257657502552,4.185257657502552,4.185257657502552,1.175184,1.175184,1.175184,-0.466257237339617,-0.466257237339617,-0.466257237339617,-0.08505471094204053,-0.08505471094204053,-0.08505471094204053,0.8028877252770774,0.8028877252770774,0.8028877252770774,-3.943636614499767,-3.943636614499767,-3.943636614499767,0.00851838689568353,0.00851838689568353,0.00851838689568353,0.24300633057919235,0.24300633057919235,0.24300633057919235,-0.5407692098090608,-0.5407692098090608,-0.5407692098090608,0.0,0.0,0.0,4.035849302745531
